COUNTRY_NAME,COUNTRY_CODE,YEAR,MENINGITIS,NEOPLASMS,FIRE__HEAT__AND_HOT_SUBSTANCES,MALARIA,DROWNING,INTERPERSONAL_VIOLENCE,HIV_AIDS,DRUG_USE_DISORDERS,TUBERCULOSIS,ROAD_INJURIES,MATERNAL_DISORDERS,LOWER_RESPIRATORY_INFECTIONS,NEONATAL_DISORDERS,ALCOHOL_USE_DISORDERS,EXPOSURE_TO_FORCES_OF_NATURE,DIARRHEAL_DISEASES,ENVIRONMENTAL_HEAT_AND_COLD_EXPOSURE,NUTRITIONAL_DEFICIENCIES,SELF_HARM,CONFLICT_AND_TERRORISM,DIABETES_MELLITUS,POISONINGS,PROTEIN_ENERGY_MALNUTRITION,TERRORISM,CARDIOVASCULAR_DISEASES,CHRONIC_KIDNEY_DISEASE,CHRONIC_RESPIRATORY_DISEASES,CIRRHOSIS_AND_OTHER_CHRONIC_LIVER_DISEASES,DIGESTIVE_DISEASES,ACUTE_HEPATITIS,ALZHEIMERS_DISEASE_AND_OTHER_DEMENTIAS,PARKINSONS_DISEASE
China,CHN,2010,8340.653733615032,2265802.133832475,11361.600756329644,12.283458937412831,70954.53918864376,18925.79503740988,16722.120684249672,9838.494894891332,53311.91185939317,327544.7410618548,3761.6985736922,186498.95284899985,79732.7090773133,21077.470355666137,7175.482675927999,7890.740621430333,4453.576925105959,11292.536906681156,146044.4947548333,18.99999812999997,132114.06975856982,30837.582023452465,8425.123771540908,7.0,3831635.51363578,160396.48818974578,1139699.7973913795,162118.51003741336,285662.91832757567,4334.0,218436.0,60241.0
China,CHN,2011,8192.898275356827,2296327.6774190823,11152.275068685032,10.882754920434373,66695.80910069415,17477.162563384674,17075.418444266525,9566.641963728202,50512.94107686019,315824.2876292347,3349.9851384784247,184317.351334118,75900.56968821693,20738.247610062936,843.9782307299997,7197.819124205646,4400.076363633806,11738.822016791122,139060.93494604,66.8804082,134979.73790753813,30883.47878427474,8808.64957719449,19.0,3937800.911594911,165833.30242073085,1115828.1205054063,158710.4046854444,281833.90643100534,4212.0,225852.0,61781.0
China,CHN,2012,8056.679862658301,2318470.756370537,10933.895150894175,0.1985554472085358,65109.98291474805,16177.18424571274,16454.61744628405,9170.486192408243,48259.56709408659,300970.1745800118,3014.6658603484666,181048.39609755736,74505.32633831368,20458.380104426906,871.3407493860004,6779.024591953282,4441.424187977086,12120.449826842752,131640.98310365563,54.51534554099999,137072.93425156863,30494.12648883585,9145.289707092812,27.0,3973790.325791758,169494.33628989352,1083590.0121818644,155219.14193761765,277791.16125411674,4158.0,232656.0,62640.0
China,CHN,2013,7970.653675555243,2337453.0811024928,10850.53390122534,0.0917551938241976,63152.05867724501,15133.794757004023,17728.366229734285,8989.481029338915,46072.04561585988,288937.4025937531,2761.003228542333,178099.513275144,68957.63798621777,20181.301213340048,1401.9773043649998,6451.651917650375,4616.176804553488,12747.513542250508,126196.0145256921,212.70130899000003,140303.1896753666,30262.94311720386,9690.473981184989,60.0,4049045.461454207,173650.37739522423,1058373.7552237215,151717.79386311266,273718.23153512063,4160.0,239240.0,63853.0
China,CHN,2014,7740.14075766221,2378155.3307739743,10766.063990158988,0.0151242487519086,62733.14246130753,14193.840662130124,21784.010796280985,8980.05559967336,43437.77205413121,279948.5576826016,2339.843772450488,175784.72410824848,63240.5997758591,20068.97478170291,1683.6194542599994,6130.755971171734,4581.917429523103,13528.107884111796,123005.82909269189,424.6712770309998,145136.49932031747,29957.03756659796,10364.506000583377,322.0,4120839.05068914,177088.66854671313,1042131.9687508406,149652.79101182698,271449.17589895194,4143.0,249056.0,65555.0
China,CHN,2015,7552.971631711804,2414867.751034164,10737.557456121876,0.0032200381661795,61488.6784463792,13512.01957070145,26060.43037903408,8871.961251751061,41986.870369325065,268987.34096584,2341.064240449484,175522.5809167297,66013.33217226906,19893.44774778059,551.3691467289998,6078.387042413207,4720.096248894848,14487.041083138723,120452.5153074602,210.9306186620597,149030.05619352224,29322.99848744898,11175.68875256302,123.0,4180060.235522279,179637.83879123477,1029417.7460937918,148056.3960067304,270036.4239657762,4171.0,259217.0,66761.0
China,CHN,2016,7550.382708247813,2477717.8711463003,10788.98197269441,0.0,61049.35521918395,13076.2554049076,29402.39721785555,8964.321760890569,42073.14482411021,262951.2109249826,2510.147846072103,179477.48846578415,66903.63664254491,19803.1910192106,1340.030850740001,6243.086173005175,5071.5416634028015,15827.353320053471,121044.53937445236,19.98240563100001,155699.95288087273,29050.80305730104,12261.58393962342,13.0,4292980.851240908,184527.5494751589,1039047.4196054692,148104.29742301503,271647.89277953154,4234.0,275481.0,69364.0
Egypt,EGY,2008,1137.598519156467,42134.7673751739,1378.0587334135942,0.0,1024.9850887877435,502.922205678296,92.88582903211702,46.61502995075787,1086.740910988922,25928.944348552577,956.911779277766,26708.10473815361,16142.003836648606,116.8943740081239,98.00000000000009,13224.432964086409,49.39374372170424,885.7542368967682,2381.1700614012448,16.000000000000007,13100.344992526356,175.14940596123833,735.6010167718393,0.0,207451.4411944212,15534.811241606849,18612.2801793578,48127.198117630775,53613.72762731105,1689.0,5212.0,1732.0
Egypt,EGY,2009,1137.1189876928488,44865.97349566371,1415.3128057445713,0.0,1050.865521308083,534.8189531508424,92.87591306979358,49.96600891241324,1053.803218718937,26837.40609386339,995.7480579982542,26663.778368287545,15120.750619259632,120.99278682024804,2.000000000000001,13110.831979282695,48.72102443087612,888.652528282384,2484.2854460791123,9.99999999999999,13950.57921768309,179.69766345550812,734.1974651384577,1.0,214373.56825546364,16198.616592680106,19087.5757820123,49630.34466211521,55290.12771392114,1657.0,5340.0,1796.0
Egypt,EGY,2010,1111.0418326795098,46171.244293986325,1447.1056442496326,0.0,1069.8066399511624,534.9473532323686,95.26262347350334,53.42994643659849,1038.6763982364805,27408.54028109517,1017.46692488521,25863.831349046868,13362.64002637458,124.57801065371208,61.99999999999988,12787.737094363132,47.977218922637086,873.5336147956949,2593.3262492283448,38.98447300000003,14715.103193485813,182.91252059411497,717.5800055868173,0.0,219382.2856079288,16805.848694779812,19408.72270068285,50816.03268464736,56588.029319403424,1605.0,5464.0,1847.0
Egypt,EGY,2011,1115.4440113491526,47359.72568767982,1462.1237268977395,0.0,1093.3817823096988,561.9311752024138,101.38705893619198,57.85570732521987,1028.7328844398116,28204.788468606606,954.783695277724,25785.70210261445,11488.853101122491,128.6915808470985,2.000000000000001,12762.9772739769,47.72758707526457,870.7740539036109,2671.9418471648787,116.41619000000011,15182.870311147692,186.19817925291537,712.818602017201,28.0,221812.2015456392,17194.666519704635,19684.90867440421,51945.111309339576,57827.88691944121,1568.0,5607.0,1898.0
Egypt,EGY,2014,924.5348210982844,50182.55302556176,1474.1998128613625,0.0,1051.2060121606437,592.6127322693078,98.09484597957764,63.44776298091008,1144.7372029097894,28405.060482317007,862.9684946297085,23910.25029406921,6873.348062879611,135.11030914517136,4.999999999999998,11977.262003620464,48.57065399401191,842.3037259564398,2839.818890062037,292.82176,16886.203868443867,182.8306027807381,677.4227089018269,343.0,236287.62320521547,18893.032713644723,20848.809393425498,55220.74614516268,61426.98585024576,1443.0,5999.0,2053.0
Egypt,EGY,2015,924.8036693738648,52884.56450494748,1496.7021212949182,0.0,1045.180414892519,537.1248979301495,83.69727801857589,67.92710924975435,1081.011348290446,29192.623575206035,870.0639669385451,24919.50745671277,7174.606968495705,139.25779265701698,41.000000000000064,11666.25832308094,157.39745701466603,875.0259392168821,2921.3714391579874,1124.9345600000015,18390.43743884295,184.5464700258152,698.9273501179257,829.0,251445.0630044585,20275.536292338293,21783.771595655497,57800.97264899904,64205.47343792283,1454.0,6190.0,2214.0
Egypt,EGY,2016,851.5420533791856,54414.04072055308,1488.1762892713882,0.0,1006.101664002044,529.5960370091225,70.29116521541762,71.39843682014306,1026.9003315306331,29057.5441692413,817.912625135324,23334.6718340816,6305.752601521137,142.03277879976784,53.99999999999998,10558.01720245962,45.442854440643096,857.7249840406871,2950.5005441423464,483.5792400000002,19193.631802300577,180.54604911229995,678.2762660315302,609.0,255661.57039326977,20917.853061649646,22094.04567921732,59304.869572144125,65757.95752117167,1427.0,6343.0,2296.0
Ethiopia,ETH,2007,19556.805728524723,29862.20328002885,2280.786824280085,22458.593583709688,2697.4583936837244,6418.220417905593,68886.98596350737,138.56048932742613,51420.12015075164,9750.326770663862,12063.979824967648,70412.31174110225,100280.68302019166,542.1604731916625,22.000030000000013,70062.7148837379,800.2069079499435,21945.744314675485,5468.311903118895,720.9948394000003,10016.01335136803,3171.535025896216,21268.90491826794,204.0,61367.35000702069,8059.5835879269725,12838.44372248317,17750.228848785173,27935.89584291089,2176.0,3499.0,803.0
Ethiopia,ETH,2008,18901.47234896923,30070.62498721112,2271.0409754329085,17410.36686099915,2581.690396216892,6610.764708524854,60273.3288021583,145.99060120472402,48038.935674313216,9587.826479440972,11363.947058477695,67720.31751949826,99632.9302705831,544.1865373348412,44.99996309999996,67239.25155330652,798.8878473023441,19886.13012753252,5418.695549556256,52.24622433,10024.165739863352,3106.7161192298945,19282.15012505369,27.0,61415.8149826485,8058.093247719536,12639.466513455318,17757.69718778369,27950.500320177296,2066.0,3690.0,820.0
Ethiopia,ETH,2009,17878.586794056868,30352.40568621948,2244.1764008922823,21828.40733433947,2448.649580310461,6456.08226555109,53141.6654887362,162.80799720657234,44484.70291211365,9407.81040246061,10691.94751308188,64072.77659464635,98216.91408326554,553.3917912744308,0.0,64466.95499119997,791.6379627830999,17794.596235959874,5407.843905360268,1287.1620733600002,10114.778536668822,3011.234729182881,17252.36404236092,13.0,61526.08531602356,8156.871970528264,12480.603669002385,17855.783424916644,28087.428434651338,1949.0,3896.0,843.0
India,IND,2007,62223.59056476976,601219.1454687361,24466.97929070574,68052.8685436231,67595.38634919678,44086.68510048694,163269.94279545845,6091.710541951849,490849.6615125701,190881.2203363829,69323.4267546067,525259.2892326827,692363.1988729112,18619.16247805532,2050.9997099999973,849219.3354714223,10810.934828586389,67671.46519509218,195456.4888734836,2268.999749179198,171589.11442504858,5555.506634138306,47214.01978168624,626.0,1812604.6541702785,163299.16813045097,875893.879218816,230556.25829210857,415019.16689034,61028.0,53407.0,26269.0
