COUNTRY_NAME,COUNTRY_CODE,YEAR,INDUSTRIAL_SCORE
Zambia,ZMB,1990,0.004911401468839
Zimbabwe,ZWE,1990,0.015803150278126
Afghanistan,AFG,1991,0.005336735160068
Angola,AGO,1991,0.003965702478753
Albania,ALB,1991,0.007330413563822
United Arab Emirates,ARE,1991,0.023690958426734
Argentina,ARG,1991,0.069094007901752
Armenia,ARM,1991,0.017647012093921
Australia,AUS,1991,0.127634648740129
Austria,AUT,1991,0.230302467424745
Azerbaijan,AZE,1991,0.018888820081944
Burundi,BDI,1991,0.001847615472884
Belgium,BEL,1991,0.259735340890305
Bangladesh,BGD,1991,0.013963044375987
Bulgaria,BGR,1991,0.042122176782601
Bahrain,BHR,1991,0.054598290280916
"Bahamas, The",BHS,1991,0.003503509736133
Bosnia and Herzegovina,BIH,1991,0.01140006869289
Belarus,BLR,1991,0.052296375986716
Belize,BLZ,1991,0.009256775364683
Bermuda,BMU,1991,0.000742698200989
Bolivia,BOL,1991,0.01227279099671
Brazil,BRA,1991,0.110016729139082
Barbados,BRB,1991,0.020233868539056
Brunei Darussalam,BRN,1991,0.014561958590118
Botswana,BWA,1991,0.019278836204528
Central African Republic,CAF,1991,0.003941490642151
Canada,CAN,1991,0.280669933940903
Switzerland,CHE,1991,0.360266597592984
Chile,CHL,1991,0.046411609654751
China,CHN,1991,0.094134480913274
Cote d'Ivoire,CIV,1991,0.014598720733846
Cameroon,CMR,1991,0.012459948205402
"Congo, Rep.",COG,1991,0.005137423001961
Colombia,COL,1991,0.039536154459225
Cabo Verde,CPV,1991,0.003146356200052
Costa Rica,CRI,1991,0.031044946497172
Cuba,CUB,1991,0.032266245915822
Cyprus,CYP,1991,0.027640832683697
Czech Republic,CZE,1991,0.091545569262278
Germany,DEU,1991,0.588019943403535
Denmark,DNK,1991,0.201096368712154
Algeria,DZA,1991,0.020848111937391
Ecuador,ECU,1991,0.01456147444519
"Egypt, Arab Rep.",EGY,1991,0.02674069381934
Eritrea,ERI,1991,0.001582414992697
Spain,ESP,1991,0.214124262202304
Estonia,EST,1991,0.036757233079182
Ethiopia,ETH,1991,0.0
Finland,FIN,1991,0.159607534986927
Fiji,FJI,1991,0.016250055328439
France,FRA,1991,0.344991620353812
Gabon,GAB,1991,0.008558725993122
United Kingdom,GBR,1991,0.354444123057229
Georgia,GEO,1991,0.012577744796881
Ghana,GHA,1991,0.012241892260515
"Gambia, The",GMB,1991,0.001840905318491
Greece,GRC,1991,0.078864241192504
Guatemala,GTM,1991,0.026728039740513
"Hong Kong SAR, China",HKG,1991,0.131467815401836
Honduras,HND,1991,0.009515951835229
Croatia,HRV,1991,0.067483668778619
Haiti,HTI,1991,0.008772423489217
Hungary,HUN,1991,0.07183544034281
Indonesia,IDN,1991,0.055804920726287
India,IND,1991,0.03597292573416
Ireland,IRL,1991,0.184472038616831
"Iran, Islamic Rep.",IRN,1991,0.021461435241327
Iraq,IRQ,1991,0.00615618485338
Iceland,ISL,1991,0.030961663544108
Israel,ISR,1991,0.145245100538469
Italy,ITA,1991,0.360562138209085
Jamaica,JAM,1991,0.030459373598263
Jordan,JOR,1991,0.019229133337837
Japan,JPN,1991,0.533912454488916
Kazakhstan,KAZ,1991,0.035770672990141
Kenya,KEN,1991,0.012584911046814
Kyrgyz Republic,KGZ,1991,0.016859551131911
Cambodia,KHM,1991,0.00544067255314
"Korea, Rep.",KOR,1991,0.20948497777221
Kuwait,KWT,1991,0.01323111084995
Lao PDR,LAO,1991,0.005615329236621
Lebanon,LBN,1991,0.018774943215911
St. Lucia,LCA,1991,0.0
Sri Lanka,LKA,1991,0.020473811389359
Lithuania,LTU,1991,0.046591816350315
Luxembourg,LUX,1991,0.109428183337568
Latvia,LVA,1991,0.046419227483639
"Macao SAR, China",MAC,1991,0.06687005539483
Morocco,MAR,1991,0.030276512871963
Moldova,MDA,1991,0.017630406358619
Madagascar,MDG,1991,0.003353897270926
Maldives,MDV,1991,0.001703031600718
Mexico,MEX,1991,0.112687964925252
"Macedonia, FYR",MKD,1991,0.023124436104876
Malta,MLT,1991,0.055387053303917
Myanmar,MMR,1991,0.002764797475662
Montenegro,MNE,1991,0.011211637087488
Mongolia,MNG,1991,0.009375865082924
Mozambique,MOZ,1991,0.002321484966561
Mauritius,MUS,1991,0.033253313517247
Malawi,MWI,1991,0.00215629584187
Malaysia,MYS,1991,0.120440776499886
Namibia,NAM,1991,0.016991477185262
Niger,NER,1991,0.003415168180782
Nigeria,NGA,1991,0.006749834194032
Netherlands,NLD,1991,0.281277592203501
Norway,NOR,1991,0.149546921954631
Nepal,NPL,1991,0.004726615990767
New Zealand,NZL,1991,0.085219648695049
Oman,OMN,1991,0.016855034223154
Pakistan,PAK,1991,0.026774591090158
Panama,PAN,1991,0.015186010307805
Peru,PER,1991,0.026561857794225
Philippines,PHL,1991,0.054974612791417
Papua New Guinea,PNG,1991,0.010329594765614
Poland,POL,1991,0.043844434129755
Portugal,PRT,1991,0.11283521704863
Paraguay,PRY,1991,0.011345545135989
West Bank and Gaza,PSE,1991,0.010307885216702
Qatar,QAT,1991,0.064233317193607
Romania,ROU,1991,0.060432755145698
Russian Federation,RUS,1991,0.117917474560823
Rwanda,RWA,1991,0.0
Saudi Arabia,SAU,1991,0.066941516414755
Senegal,SEN,1991,0.012644194275266
Singapore,SGP,1991,0.249277648585358
El Salvador,SLV,1991,0.019926857650601
Serbia,SRB,1991,0.043275138107406
Suriname,SUR,1991,0.019442621875011
Slovak Republic,SVK,1991,0.065799613177403
Slovenia,SVN,1991,0.097235633841985
Sweden,SWE,1991,0.233699112348865
Swaziland,SWZ,1991,0.027864972305222
Syrian Arab Republic,SYR,1991,0.015695622910422
Thailand,THA,1991,0.095514948533859
Tajikistan,TJK,1991,0.012241093570659
Tonga,TON,1991,0.0
Trinidad and Tobago,TTO,1991,0.032697969607571
Tunisia,TUN,1991,0.0353666637856
Turkey,TUR,1991,0.072241141900759
"Taiwan, China",TWN,1991,0.212573520915006
Tanzania,TZA,1991,0.002739776577172
Uganda,UGA,1991,0.001486141362077
Ukraine,UKR,1991,0.064970508232743
Uruguay,URY,1991,0.035554311555763
United States,USA,1991,0.476189587443898
Uzbekistan,UZB,1991,0.028352482806724
"Venezuela, RB",VEN,1991,0.087348662861416
Vietnam,VNM,1991,0.016510087006312
"Yemen, Rep.",YEM,1991,0.002928805926319
South Africa,ZAF,1991,0.058704293175511
Zambia,ZMB,1991,0.004552024031231
Zimbabwe,ZWE,1991,0.015017205694672
Afghanistan,AFG,1992,0.004154852903564
Angola,AGO,1992,0.003520688971339
Albania,ALB,1992,0.00499629189257
United Arab Emirates,ARE,1992,0.027602428205654
Argentina,ARG,1992,0.072070593875345
Armenia,ARM,1992,0.01093701364609
Australia,AUS,1992,0.122133557919643
Austria,AUT,1992,0.229189209130248
Azerbaijan,AZE,1992,0.017511087091858
Burundi,BDI,1992,0.001916381972316
Belgium,BEL,1992,0.255966593956943
Bangladesh,BGD,1992,0.0148263378269
Bulgaria,BGR,1992,0.040812604498498
Bahrain,BHR,1992,0.056754167054804
"Bahamas, The",BHS,1992,0.003686998718978
Bosnia and Herzegovina,BIH,1992,0.011277046199229
Belarus,BLR,1992,0.050932993153705
Belize,BLZ,1992,0.009709232781462
Bermuda,BMU,1992,0.000737415564823
Bolivia,BOL,1992,0.012278396164776
Brazil,BRA,1992,0.11107117122594
Barbados,BRB,1992,0.020085916089976
Brunei Darussalam,BRN,1992,0.014398737288257
Botswana,BWA,1992,0.019413239304345
Central African Republic,CAF,1992,0.003774665954247
Canada,CAN,1992,0.280516778016777
Switzerland,CHE,1992,0.359344982106748
Chile,CHL,1992,0.050030613787909
China,CHN,1992,0.100566316126899
Cote d'Ivoire,CIV,1992,0.014592364721999
Cameroon,CMR,1992,0.012154018047526
"Congo, Rep.",COG,1992,0.004989604092194
Colombia,COL,1992,0.038541079807736
Cabo Verde,CPV,1992,0.003095101973946
Costa Rica,CRI,1992,0.03201377707911
Cuba,CUB,1992,0.030137461201933
Cyprus,CYP,1992,0.026906963707863
Czech Republic,CZE,1992,0.090131722080939
Germany,DEU,1992,0.580959133593676
Denmark,DNK,1992,0.207032108521092
Algeria,DZA,1992,0.019720238609214
Ecuador,ECU,1992,0.015881056842681
"Egypt, Arab Rep.",EGY,1992,0.026078175973855
Eritrea,ERI,1992,0.001661608043289
Spain,ESP,1992,0.21432805819602
Estonia,EST,1992,0.034229357591284
Ethiopia,ETH,1992,0.0
Finland,FIN,1992,0.160710747089758
Fiji,FJI,1992,0.01486122993703
France,FRA,1992,0.349244515355474
Gabon,GAB,1992,0.008500671846431
United Kingdom,GBR,1992,0.352932028297332
Georgia,GEO,1992,0.007431304502846
Ghana,GHA,1992,0.012294230680028
"Gambia, The",GMB,1992,0.001885852649111
Greece,GRC,1992,0.079972355965258
Guatemala,GTM,1992,0.026856213562973
"Hong Kong SAR, China",HKG,1992,0.127908352806556
Honduras,HND,1992,0.009589549311053
Croatia,HRV,1992,0.062315316897079
Haiti,HTI,1992,0.004708385935554
Hungary,HUN,1992,0.070273554242612
Indonesia,IDN,1992,0.063139394135071
India,IND,1992,0.037671783783229
Ireland,IRL,1992,0.193775783224212
"Iran, Islamic Rep.",IRN,1992,0.020869660300436
Iraq,IRQ,1992,0.006728328515822
Iceland,ISL,1992,0.029193956088372
Israel,ISR,1992,0.151315259286074
Italy,ITA,1992,0.361164913595256
Jamaica,JAM,1992,0.029089218952752
Jordan,JOR,1992,0.021397662123922
Japan,JPN,1992,0.530351095279765
Kazakhstan,KAZ,1992,0.034332623026011
Kenya,KEN,1992,0.014201948901698
Kyrgyz Republic,KGZ,1992,0.01718449076309
Cambodia,KHM,1992,0.005510940994821
"Korea, Rep.",KOR,1992,0.21408994567688
Kuwait,KWT,1992,0.024996923323905
Lao PDR,LAO,1992,0.005892466948285
Lebanon,LBN,1992,0.019097988167401
St. Lucia,LCA,1992,0.0
Sri Lanka,LKA,1992,0.023735336829202
Lithuania,LTU,1992,0.039906168429901
Luxembourg,LUX,1992,0.111877136543378
Latvia,LVA,1992,0.035989314313996
"Macao SAR, China",MAC,1992,0.059328396059122
Morocco,MAR,1992,0.030865656836372
Moldova,MDA,1992,0.016986008356604
Madagascar,MDG,1992,0.003021700592448
Maldives,MDV,1992,0.002171759722405
Mexico,MEX,1992,0.149692794859653
"Macedonia, FYR",MKD,1992,0.021835810973304
Malta,MLT,1992,0.057686592640489
Myanmar,MMR,1992,0.003113122162492
Montenegro,MNE,1992,0.010215200539263
Mongolia,MNG,1992,0.009181886452278
Mozambique,MOZ,1992,0.002262085693786
Mauritius,MUS,1992,0.033610471239974
Malawi,MWI,1992,0.002240575965429
Malaysia,MYS,1992,0.129144833383463
Namibia,NAM,1992,0.017648501991424
Niger,NER,1992,0.003499483074178
Nigeria,NGA,1992,0.006532982279116
Netherlands,NLD,1992,0.280828090558726
Norway,NOR,1992,0.147589965140505
Nepal,NPL,1992,0.005553173844071
New Zealand,NZL,1992,0.085304785625951
Oman,OMN,1992,0.018639492307411
Pakistan,PAK,1992,0.027911488525804
Panama,PAN,1992,0.015187019469772
Peru,PER,1992,0.026362520022307
Philippines,PHL,1992,0.045423007261456
Papua New Guinea,PNG,1992,0.010672888285763
Poland,POL,1992,0.053641100857204
Portugal,PRT,1992,0.113951444995722
Paraguay,PRY,1992,0.012208203235733
West Bank and Gaza,PSE,1992,0.010771759474694
Qatar,QAT,1992,0.069782365011396
Romania,ROU,1992,0.055677755377426
Russian Federation,RUS,1992,0.110217613417957
Rwanda,RWA,1992,0.0
Saudi Arabia,SAU,1992,0.075217211209049
Senegal,SEN,1992,0.012825500959129
Singapore,SGP,1992,0.25036576824957
El Salvador,SLV,1992,0.02051959876325
Serbia,SRB,1992,0.038771273076063
Suriname,SUR,1992,0.018027531714781
Slovak Republic,SVK,1992,0.05379831729056
Slovenia,SVN,1992,0.092198678165289
Sweden,SWE,1992,0.227531929509456
Swaziland,SWZ,1992,0.027854967282357
Syrian Arab Republic,SYR,1992,0.016123537134004
Thailand,THA,1992,0.10166881878289
Tajikistan,TJK,1992,0.011245075133054
Tonga,TON,1992,0.0
Trinidad and Tobago,TTO,1992,0.031724275484158
Tunisia,TUN,1992,0.035908470658297
Turkey,TUR,1992,0.076471526694742
"Taiwan, China",TWN,1992,0.215981231316089
Tanzania,TZA,1992,0.002748938743505
Uganda,UGA,1992,0.001559127910125
Ukraine,UKR,1992,0.062148686026998
Uruguay,URY,1992,0.035446363241854
United States,USA,1992,0.477141358139873
Uzbekistan,UZB,1992,0.025816996448205
"Venezuela, RB",VEN,1992,0.083683384712123
Vietnam,VNM,1992,0.017310969346776
"Yemen, Rep.",YEM,1992,0.00294977041533
South Africa,ZAF,1992,0.056491101073869
Zambia,ZMB,1992,0.004805055460334
Zimbabwe,ZWE,1992,0.014800195428946
Afghanistan,AFG,1993,0.003444160185905
Angola,AGO,1993,0.003557832965228
Albania,ALB,1993,0.004707900857939
United Arab Emirates,ARE,1993,0.03262351984265
Argentina,ARG,1993,0.0781810808192
Armenia,ARM,1993,0.011619150090971
Australia,AUS,1993,0.132389179973739
Austria,AUT,1993,0.221937994345274
Azerbaijan,AZE,1993,0.016591251155836
Burundi,BDI,1993,0.00179151583767
Belgium,BEL,1993,0.254014303913631
Bangladesh,BGD,1993,0.015916119853922
Bulgaria,BGR,1993,0.040955752514967
Bahrain,BHR,1993,0.061108475801344
"Bahamas, The",BHS,1993,0.003638559955728
Bosnia and Herzegovina,BIH,1993,0.011296479339511
Belarus,BLR,1993,0.049543105710233
Belize,BLZ,1993,0.009338139490332
Bermuda,BMU,1993,0.000750308054112
Bolivia,BOL,1993,0.012179232079205
Brazil,BRA,1993,0.118643547300623
Barbados,BRB,1993,0.020402865401374
Brunei Darussalam,BRN,1993,0.013343043217787
Botswana,BWA,1993,0.01741779629836
Central African Republic,CAF,1993,0.003818046281048
Canada,CAN,1993,0.298911273212756
Switzerland,CHE,1993,0.356200619509704
Chile,CHL,1993,0.052761374371744
China,CHN,1993,0.110274831891211
Cote d'Ivoire,CIV,1993,0.014534096099991
Cameroon,CMR,1993,0.011273127953179
"Congo, Rep.",COG,1993,0.004958150715388
Colombia,COL,1993,0.040903096868433
Cabo Verde,CPV,1993,0.003341371075855
Costa Rica,CRI,1993,0.032614429175765
Cuba,CUB,1993,0.029285488853738
Cyprus,CYP,1993,0.024546782239503
Czech Republic,CZE,1993,0.091095900820224
Germany,DEU,1993,0.531675869787708
Denmark,DNK,1993,0.197598828156688
Algeria,DZA,1993,0.018318638925889
Ecuador,ECU,1993,0.02029960550505
"Egypt, Arab Rep.",EGY,1993,0.026669555181213
Eritrea,ERI,1993,0.001794283199867
Spain,ESP,1993,0.207848679353888
Estonia,EST,1993,0.033978802672409
Ethiopia,ETH,1993,0.0
Finland,FIN,1993,0.164990159348656
Fiji,FJI,1993,0.013497400944869
France,FRA,1993,0.334988019309011
Gabon,GAB,1993,0.008217205787698
United Kingdom,GBR,1993,0.34720483234397
Georgia,GEO,1993,0.005333586813533
Ghana,GHA,1993,0.009258990552104
"Gambia, The",GMB,1993,0.001885693774563
Greece,GRC,1993,0.079066130168341
Guatemala,GTM,1993,0.027195415182166
"Hong Kong SAR, China",HKG,1993,0.119112084400686
Honduras,HND,1993,0.009805732513448
Croatia,HRV,1993,0.057896210250615
Haiti,HTI,1993,0.00485731201549
Hungary,HUN,1993,0.069428692649524
Indonesia,IDN,1993,0.069803195375168
India,IND,1993,0.039085116611563
Ireland,IRL,1993,0.197137092572075
"Iran, Islamic Rep.",IRN,1993,0.020753699381399
Iraq,IRQ,1993,0.006826737926115
Iceland,ISL,1993,0.031711202371107
Israel,ISR,1993,0.161450561605209
Italy,ITA,1993,0.353682103554576
Jamaica,JAM,1993,0.02923312195447
Jordan,JOR,1993,0.022249065314416
Japan,JPN,1993,0.537443732324308
Kazakhstan,KAZ,1993,0.035239724461023
Kenya,KEN,1993,0.013339157178901
Kyrgyz Republic,KGZ,1993,0.014492334003738
Cambodia,KHM,1993,0.005635505122607
"Korea, Rep.",KOR,1993,0.226915344981118
Kuwait,KWT,1993,0.032140728259041
Lao PDR,LAO,1993,0.006031085739156
Lebanon,LBN,1993,0.019172789332242
St. Lucia,LCA,1993,0.0
Sri Lanka,LKA,1993,0.026282651110995
Lithuania,LTU,1993,0.036496323930823
Luxembourg,LUX,1993,0.113143847063821
Latvia,LVA,1993,0.031797515601031
"Macao SAR, China",MAC,1993,0.053837732100723
Morocco,MAR,1993,0.030513804778026
Moldova,MDA,1993,0.015827907770651
Madagascar,MDG,1993,0.003191412445275
Maldives,MDV,1993,0.002461904759604
Mexico,MEX,1993,0.15753589043785
"Macedonia, FYR",MKD,1993,0.020351617201051
Malta,MLT,1993,0.055470593057496
Myanmar,MMR,1993,0.003144709841444
Montenegro,MNE,1993,0.008748842970055
Mongolia,MNG,1993,0.008745058664648
Mozambique,MOZ,1993,0.002094768046012
Mauritius,MUS,1993,0.035351596871446
Malawi,MWI,1993,0.00281582525013
Malaysia,MYS,1993,0.145742435118719
Namibia,NAM,1993,0.018525979760695
Niger,NER,1993,0.00335542522798
Nigeria,NGA,1993,0.006349474529599
Netherlands,NLD,1993,0.276368864466103
Norway,NOR,1993,0.136049239571316
Nepal,NPL,1993,0.005787482407581
New Zealand,NZL,1993,0.092957253665812
Oman,OMN,1993,0.02122026306588
Pakistan,PAK,1993,0.028346587687839
Panama,PAN,1993,0.015753827580988
Peru,PER,1993,0.026328187552084
Philippines,PHL,1993,0.046885535210049
Papua New Guinea,PNG,1993,0.010657959245283
Poland,POL,1993,0.059548041354419
Portugal,PRT,1993,0.105762943790897
Paraguay,PRY,1993,0.01280136097725
West Bank and Gaza,PSE,1993,0.010932353200592
Qatar,QAT,1993,0.066508850193723
Romania,ROU,1993,0.056299075839255
Russian Federation,RUS,1993,0.104930131802394
Rwanda,RWA,1993,0.0
Saudi Arabia,SAU,1993,0.066546790378537
Senegal,SEN,1993,0.012602114203661
Singapore,SGP,1993,0.271648715524354
El Salvador,SLV,1993,0.021639022463759
Serbia,SRB,1993,0.034502563472237
Suriname,SUR,1993,0.016717212432826
Slovak Republic,SVK,1993,0.05186492242407
Slovenia,SVN,1993,0.087593602921869
Sweden,SWE,1993,0.222524207052661
Swaziland,SWZ,1993,0.028034954316111
Syrian Arab Republic,SYR,1993,0.018407665497596
Thailand,THA,1993,0.110305677156921
Tajikistan,TJK,1993,0.010565788189495
Tonga,TON,1993,0.0
Trinidad and Tobago,TTO,1993,0.031790507991396
Tunisia,TUN,1993,0.036730747118898
Turkey,TUR,1993,0.080422690035528
"Taiwan, China",TWN,1993,0.22350608911543
Tanzania,TZA,1993,0.002760236262679
Uganda,UGA,1993,0.001615542906746
Ukraine,UKR,1993,0.05701584877812
Uruguay,URY,1993,0.034299322731413
United States,USA,1993,0.490707029637862
Uzbekistan,UZB,1993,0.025481754563961
"Venezuela, RB",VEN,1993,0.088736671044445
Vietnam,VNM,1993,0.017930144501166
"Yemen, Rep.",YEM,1993,0.002955418194939
South Africa,ZAF,1993,0.064641561373572
Zambia,ZMB,1993,0.004806220103532
Zimbabwe,ZWE,1993,0.015183441533436
Afghanistan,AFG,1994,0.002691342386648
Angola,AGO,1994,0.003717126744256
Albania,ALB,1994,0.004638287755667
United Arab Emirates,ARE,1994,0.034767088981145
Argentina,ARG,1994,0.082720045275953
Armenia,ARM,1994,0.00898631738592
Australia,AUS,1994,0.135800615730215
Austria,AUT,1994,0.226821383936492
Azerbaijan,AZE,1994,0.014241682444535
Burundi,BDI,1994,0.001327711959505
Belgium,BEL,1994,0.265886523521534
Bangladesh,BGD,1994,0.0158264724317
Bulgaria,BGR,1994,0.041572665378823
Bahrain,BHR,1994,0.062574185718621
"Bahamas, The",BHS,1994,0.003640567514356
Bosnia and Herzegovina,BIH,1994,0.011711139441928
Belarus,BLR,1994,0.046149012026858
Belize,BLZ,1994,0.009493513612253
Bermuda,BMU,1994,0.0007471191141
Bolivia,BOL,1994,0.013634667011383
Brazil,BRA,1994,0.120831290332504
Barbados,BRB,1994,0.020030566610053
Brunei Darussalam,BRN,1994,0.015152459740363
Botswana,BWA,1994,0.018749536752413
Central African Republic,CAF,1994,0.003730775546467
Canada,CAN,1994,0.311856892536517
Switzerland,CHE,1994,0.363197831597387
Chile,CHL,1994,0.056637258449426
China,CHN,1994,0.125987860278281
Cote d'Ivoire,CIV,1994,0.014535345807039
Cameroon,CMR,1994,0.0108561798331
"Congo, Rep.",COG,1994,0.006032861850423
Colombia,COL,1994,0.040452564527188
Cabo Verde,CPV,1994,0.00346071916195
Costa Rica,CRI,1994,0.032648142576249
Cuba,CUB,1994,0.030314486011785
Cyprus,CYP,1994,0.024844949371602
Czech Republic,CZE,1994,0.092950945211305
Germany,DEU,1994,0.547496628547525
Denmark,DNK,1994,0.206670443171356
Algeria,DZA,1994,0.016641313551732
Ecuador,ECU,1994,0.023790985311528
"Egypt, Arab Rep.",EGY,1994,0.02780101424137
Eritrea,ERI,1994,0.001788714123751
Spain,ESP,1994,0.217652516443052
Estonia,EST,1994,0.033397125332013
Ethiopia,ETH,1994,0.0
Finland,FIN,1994,0.181346077259767
Fiji,FJI,1994,0.015943285567893
France,FRA,1994,0.3405795265421
Gabon,GAB,1994,0.008118347581709
United Kingdom,GBR,1994,0.36271748132474
Georgia,GEO,1994,0.005148028661667
Ghana,GHA,1994,0.008764523520762
